Ax,Ay,Az,Gx,Gy,Gz,Label
0.650,0.578,0.328,81.275,72.305,41.038,Shake
1.837,0.578,0.328,229.794,72.305,41.038,Shake
-0.975,0.578,0.328,-121.962,72.305,41.038,Shake
0.228,0.578,0.328,28.519,72.305,41.038,Shake
1.416,0.578,0.328,177.038,72.305,41.038,Shake
-1.397,0.578,0.328,-174.718,72.305,41.038,Shake
-0.194,0.578,0.328,-24.244,72.305,41.038,Shake
1.009,0.578,0.328,126.237,72.305,41.038,Shake
-1.803,0.578,0.328,-225.519,72.305,41.038,Shake
-0.600,0.578,0.328,-75.046,72.305,41.038,Shake
0.603,0.578,0.328,75.435,72.305,41.038,Shake
1.791,0.578,0.328,223.954,72.305,41.038,Shake
-1.022,0.578,0.328,-127.802,72.305,41.038,Shake
0.181,0.578,0.328,22.679,72.305,41.038,Shake
1.369,0.578,0.328,171.198,72.305,41.038,Shake
-1.444,0.578,0.328,-180.557,72.305,41.038,Shake
-0.241,0.578,0.328,-30.084,72.305,41.038,Shake
0.963,0.578,0.328,120.397,72.305,41.038,Shake
-1.850,0.578,0.328,-231.359,72.305,41.038,Shake
-0.647,0.578,0.328,-80.885,72.305,41.038,Shake
0.556,0.578,0.328,69.595,72.305,41.038,Shake
1.744,0.578,0.328,218.115,72.305,41.038,Shake
-1.069,0.578,0.328,-133.641,72.305,41.038,Shake
0.135,0.578,0.328,16.840,72.305,41.038,Shake
1.322,0.578,0.328,165.359,72.305,41.038,Shake
-1.490,0.578,0.328,-186.397,72.305,41.038,Shake
-0.287,0.578,0.328,-35.924,72.305,41.038,Shake
0.916,0.578,0.328,114.557,72.305,41.038,Shake
-1.897,0.578,0.328,-237.198,72.305,41.038,Shake
-0.693,0.578,0.328,-86.725,72.305,41.038,Shake
0.510,0.578,0.328,63.756,72.305,41.038,Shake
1.697,0.578,0.328,212.275,72.305,41.038,Shake
-1.115,0.578,0.328,-139.481,72.305,41.038,Shake
0.088,0.578,0.328,11.000,72.305,41.038,Shake
1.275,0.578,0.328,159.519,72.305,41.038,Shake
-1.537,0.578,0.328,-192.237,72.305,41.038,Shake
-0.334,0.578,0.328,-41.763,72.305,41.038,Shake
0.869,0.578,0.328,108.718,72.305,41.038,Shake
-1.943,0.578,0.328,-243.038,72.305,41.038,Shake
-0.740,0.578,0.328,-92.565,72.305,41.038,Shake
0.463,0.578,0.328,57.916,72.305,41.038,Shake
1.651,0.578,0.328,206.435,72.305,41.038,Shake
-1.162,0.578,0.328,-145.321,72.305,41.038,Shake
0.041,0.578,0.328,5.160,72.305,41.038,Shake
1.229,0.578,0.328,153.679,72.305,41.038,Shake
-1.584,0.578,0.328,-198.076,72.305,41.038,Shake
-0.381,0.578,0.328,-47.603,72.305,41.038,Shake
0.823,0.578,0.328,102.878,72.305,41.038,Shake
-1.990,0.578,0.328,-248.878,72.305,41.038,Shake
-0.787,0.578,0.328,-98.405,72.305,41.038,Shake
0.416,0.578,0.328,52.076,72.305,41.038,Shake
1.604,0.578,0.328,200.595,72.305,41.038,Shake
-1.209,0.578,0.328,-151.160,72.305,41.038,Shake
-0.005,0.578,0.328,-0.687,72.305,41.038,Shake
1.182,0.578,0.328,147.840,72.305,41.038,Shake
-1.630,0.578,0.328,-203.916,72.305,41.038,Shake
-0.427,0.578,0.328,-53.443,72.305,41.038,Shake
0.776,0.578,0.328,97.038,72.305,41.038,Shake
1.963,0.578,0.328,245.557,72.305,41.038,Shake
-0.849,0.578,0.328,-106.198,72.305,41.038,Shake
0.354,0.578,0.328,44.282,72.305,41.038,Shake
1.542,0.578,0.328,192.802,72.305,41.038,Shake
-1.271,0.578,0.328,-158.954,72.305,41.038,Shake
-0.068,0.578,0.328,-8.481,72.305,41.038,Shake
1.120,0.578,0.328,140.046,72.305,41.038,Shake
-1.693,0.578,0.328,-211.710,72.305,41.038,Shake
-0.490,0.578,0.328,-61.237,72.305,41.038,Shake
0.714,0.578,0.328,89.244,72.305,41.038,Shake
1.901,0.578,0.328,237.763,72.305,41.038,Shake
-0.911,0.578,0.328,-113.992,72.305,41.038,Shake
0.292,0.578,0.328,36.489,72.305,41.038,Shake
1.479,0.578,0.328,185.008,72.305,41.038,Shake
-1.333,0.578,0.328,-166.748,72.305,41.038,Shake
-0.130,0.578,0.328,-16.275,72.305,41.038,Shake
1.073,0.578,0.328,134.206,72.305,41.038,Shake
-1.739,0.578,0.328,-217.550,72.305,41.038,Shake
-0.536,0.578,0.328,-67.076,72.305,41.038,Shake
0.667,0.578,0.328,83.405,72.305,41.038,Shake
1.854,0.578,0.328,231.924,72.305,41.038,Shake
-0.958,0.578,0.328,-119.832,72.305,41.038,Shake
0.245,0.578,0.328,30.649,72.305,41.038,Shake
1.433,0.578,0.328,179.168,72.305,41.038,Shake
-1.380,0.578,0.328,-172.588,72.305,41.038,Shake
-0.177,0.578,0.328,-22.115,72.305,41.038,Shake
1.026,0.578,0.328,128.366,72.305,41.038,Shake
-1.786,0.578,0.328,-223.389,72.305,41.038,Shake
-0.583,0.578,0.328,-72.916,72.305,41.038,Shake
0.620,0.578,0.328,77.565,72.305,41.038,Shake
1.808,0.578,0.328,226.084,72.305,41.038,Shake
-1.005,0.578,0.328,-125.672,72.305,41.038,Shake
0.198,0.578,0.328,24.809,72.305,41.038,Shake
1.386,0.578,0.328,173.328,72.305,41.038,Shake
-1.427,0.578,0.328,-178.427,72.305,41.038,Shake
-0.224,0.578,0.328,-27.954,72.305,41.038,Shake
0.980,0.578,0.328,122.527,72.305,41.038,Shake
-1.833,0.578,0.328,-229.229,72.305,41.038,Shake
-0.630,0.578,0.328,-78.756,72.305,41.038,Shake
0.573,0.578,0.328,71.725,72.305,41.038,Shake
1.761,0.578,0.328,220.244,72.305,41.038,Shake
-1.052,0.578,0.328,-131.511,72.305,41.038,Shake
0.152,0.578,0.328,18.969,72.305,41.038,Shake
1.339,0.578,0.328,167.489,72.305,41.038,Shake
-1.473,0.578,0.328,-184.267,72.305,41.038,Shake
-0.270,0.578,0.328,-33.794,72.305,41.038,Shake
0.933,0.578,0.328,116.687,72.305,41.038,Shake
-1.880,0.578,0.328,-235.069,72.305,41.038,Shake
-0.676,0.578,0.328,-84.595,72.305,41.038,Shake
0.527,0.578,0.328,65.885,72.305,41.038,Shake
1.714,0.578,0.328,214.405,72.305,41.038,Shake
-1.098,0.578,0.328,-137.351,72.305,41.038,Shake
0.105,0.578,0.328,13.130,72.305,41.038,Shake
1.292,0.578,0.328,161.649,72.305,41.038,Shake
-1.520,0.578,0.328,-190.107,72.305,41.038,Shake
-0.317,0.578,0.328,-39.634,72.305,41.038,Shake
0.886,0.578,0.328,110.847,72.305,41.038,Shake
-1.926,0.578,0.328,-240.908,72.305,41.038,Shake
-0.723,0.578,0.328,-90.435,72.305,41.038,Shake
0.480,0.578,0.328,60.046,72.305,41.038,Shake
1.668,0.578,0.328,208.565,72.305,41.038,Shake
-1.145,0.578,0.328,-143.191,72.305,41.038,Shake
0.058,0.578,0.328,7.290,72.305,41.038,Shake
1.246,0.578,0.328,155.809,72.305,41.038,Shake
-1.567,0.578,0.328,-195.947,72.305,41.038,Shake
-0.364,0.578,0.328,-45.473,72.305,41.038,Shake
0.840,0.578,0.328,105.008,72.305,41.038,Shake
-1.973,0.578,0.328,-246.748,72.305,41.038,Shake
-0.770,0.578,0.328,-96.275,72.305,41.038,Shake
0.433,0.578,0.328,54.206,72.305,41.038,Shake
1.621,0.578,0.328,202.725,72.305,41.038,Shake
-1.192,0.578,0.328,-149.031,72.305,41.038,Shake
0.012,0.578,0.328,1.450,72.305,41.038,Shake
1.199,0.578,0.328,149.969,72.305,41.038,Shake
-1.613,0.578,0.328,-201.786,72.305,41.038,Shake
-0.410,0.578,0.328,-51.313,72.305,41.038,Shake
0.793,0.578,0.328,99.168,72.305,41.038,Shake
1.980,0.578,0.328,247.687,72.305,41.038,Shake
-0.832,0.578,0.328,-104.069,72.305,41.038,Shake
0.371,0.578,0.328,46.412,72.305,41.038,Shake
1.559,0.578,0.328,194.931,72.305,41.038,Shake
-1.254,0.578,0.328,-156.824,72.305,41.038,Shake
-0.051,0.578,0.328,-6.351,72.305,41.038,Shake
1.137,0.578,0.328,142.176,72.305,41.038,Shake
-1.676,0.578,0.328,-209.580,72.305,41.038,Shake
-0.473,0.578,0.328,-59.107,72.305,41.038,Shake
0.731,0.578,0.328,91.374,72.305,41.038,Shake
1.918,0.578,0.328,239.893,72.305,41.038,Shake
-0.894,0.578,0.328,-111.863,72.305,41.038,Shake
0.309,0.578,0.328,38.618,72.305,41.038,Shake
1.496,0.578,0.328,187.137,72.305,41.038,Shake
-1.316,0.578,0.328,-164.618,72.305,41.038,Shake
-0.113,0.578,0.328,-14.145,72.305,41.038,Shake
1.090,0.578,0.328,136.336,72.305,41.038,Shake
-1.722,0.578,0.328,-215.420,72.305,41.038,Shake
-0.519,0.578,0.328,-64.947,72.305,41.038,Shake
0.684,0.578,0.328,85.534,72.305,41.038,Shake
1.871,0.578,0.328,234.053,72.305,41.038,Shake
-0.941,0.578,0.328,-117.702,72.305,41.038,Shake
0.262,0.578,0.328,32.779,72.305,41.038,Shake
1.450,0.578,0.328,181.298,72.305,41.038,Shake
-1.363,0.578,0.328,-170.458,72.305,41.038,Shake
-0.160,0.578,0.328,-19.985,72.305,41.038,Shake
1.043,0.578,0.328,130.496,72.305,41.038,Shake
-1.769,0.578,0.328,-221.260,72.305,41.038,Shake
-0.566,0.578,0.328,-70.786,72.305,41.038,Shake
0.637,0.578,0.328,79.695,72.305,41.038,Shake
1.825,0.578,0.328,228.214,72.305,41.038,Shake
-0.988,0.578,0.328,-123.542,72.305,41.038,Shake
0.215,0.578,0.328,26.939,72.305,41.038,Shake
1.403,0.578,0.328,175.458,72.305,41.038,Shake
-1.410,0.578,0.328,-176.298,72.305,41.038,Shake
-0.206,0.578,0.328,-25.824,72.305,41.038,Shake
0.997,0.578,0.328,124.656,72.305,41.038,Shake
-1.816,0.578,0.328,-227.099,72.305,41.038,Shake
-0.613,0.578,0.328,-76.626,72.305,41.038,Shake
0.591,0.578,0.328,73.855,72.305,41.038,Shake
1.778,0.578,0.328,222.374,72.305,41.038,Shake
-1.034,0.578,0.328,-129.382,72.305,41.038,Shake
0.169,0.578,0.328,21.099,72.305,41.038,Shake
1.356,0.578,0.328,169.618,72.305,41.038,Shake
-1.456,0.578,0.328,-182.137,72.305,41.038,Shake
-0.253,0.578,0.328,-31.664,72.305,41.038,Shake
0.950,0.578,0.328,118.817,72.305,41.038,Shake
-1.862,0.578,0.328,-232.939,72.305,41.038,Shake
-0.659,0.578,0.328,-82.466,72.305,41.038,Shake
0.544,0.578,0.328,68.015,72.305,41.038,Shake
1.731,0.578,0.328,216.534,72.305,41.038,Shake
-1.081,0.578,0.328,-135.221,72.305,41.038,Shake
0.122,0.578,0.328,15.260,72.305,41.038,Shake
1.310,0.578,0.328,163.779,72.305,41.038,Shake
-1.503,0.578,0.328,-187.977,72.305,41.038,Shake
-0.300,0.578,0.328,-37.504,72.305,41.038,Shake
0.903,0.578,0.328,112.977,72.305,41.038,Shake
-1.909,0.578,0.328,-238.779,72.305,41.038,Shake
-0.706,0.578,0.328,-88.305,72.305,41.038,Shake
0.497,0.578,0.328,62.176,72.305,41.038,Shake
1.685,0.578,0.328,210.695,72.305,41.038,Shake
-1.128,0.578,0.328,-141.061,72.305,41.038,Shake
0.075,0.578,0.328,9.420,72.305,41.038,Shake
1.263,0.578,0.328,157.939,72.305,41.038,Shake
-1.550,0.578,0.328,-193.817,72.305,41.038,Shake
-0.347,0.578,0.328,-43.344,72.305,41.038,Shake
0.857,0.578,0.328,107.137,72.305,41.038,Shake
-1.956,0.578,0.328,-244.618,72.305,41.038,Shake
-0.753,0.578,0.328,-94.145,72.305,41.038,Shake
0.450,0.578,0.328,56.336,72.305,41.038,Shake
1.638,0.578,0.328,204.855,72.305,41.038,Shake
-1.175,0.578,0.328,-146.901,72.305,41.038,Shake
0.029,0.578,0.328,3.580,72.305,41.038,Shake
1.216,0.578,0.328,152.099,72.305,41.038,Shake
-1.596,0.578,0.328,-199.656,72.305,41.038,Shake
-0.393,0.578,0.328,-49.183,72.305,41.038,Shake
0.810,0.578,0.328,101.298,72.305,41.038,Shake
1.997,0.578,0.328,249.817,72.305,41.038,Shake
-0.815,0.578,0.328,-101.939,72.305,41.038,Shake
0.388,0.578,0.328,48.542,72.305,41.038,Shake
1.576,0.578,0.328,197.061,72.305,41.038,Shake
-1.237,0.578,0.328,-154.695,72.305,41.038,Shake
-0.034,0.578,0.328,-4.221,72.305,41.038,Shake
1.154,0.578,0.328,144.305,72.305,41.038,Shake
-1.659,0.578,0.328,-207.450,72.305,41.038,Shake
-0.456,0.578,0.328,-56.977,72.305,41.038,Shake
0.748,0.578,0.328,93.504,72.305,41.038,Shake
1.935,0.578,0.328,242.023,72.305,41.038,Shake
-0.877,0.578,0.328,-109.733,72.305,41.038,Shake
0.326,0.578,0.328,40.748,72.305,41.038,Shake
1.513,0.578,0.328,189.267,72.305,41.038,Shake
-1.299,0.578,0.328,-162.489,72.305,41.038,Shake
-0.096,0.578,0.328,-12.015,72.305,41.038,Shake
1.107,0.578,0.328,138.466,72.305,41.038,Shake
-1.705,0.578,0.328,-213.290,72.305,41.038,Shake
-0.502,0.578,0.328,-62.817,72.305,41.038,Shake
0.701,0.578,0.328,87.664,72.305,41.038,Shake
1.888,0.578,0.328,236.183,72.305,41.038,Shake
-0.924,0.578,0.328,-115.573,72.305,41.038,Shake
0.279,0.578,0.328,34.908,72.305,41.038,Shake
1.467,0.578,0.328,183.427,72.305,41.038,Shake
-1.346,0.578,0.328,-168.328,72.305,41.038,Shake
-0.143,0.578,0.328,-17.855,72.305,41.038,Shake
1.060,0.578,0.328,132.626,72.305,41.038,Shake
-1.752,0.578,0.328,-219.130,72.305,41.038,Shake
-0.549,0.578,0.328,-68.656,72.305,41.038,Shake
0.654,0.578,0.328,81.824,72.305,41.038,Shake
1.842,0.578,0.328,230.344,72.305,41.038,Shake
-0.971,0.578,0.328,-121.412,72.305,41.038,Shake
0.232,0.578,0.328,29.069,72.305,41.038,Shake
1.420,0.578,0.328,177.588,72.305,41.038,Shake
-1.393,0.578,0.328,-174.168,72.305,41.038,Shake
-0.189,0.578,0.328,-23.695,72.305,41.038,Shake
1.014,0.578,0.328,126.786,72.305,41.038,Shake
-1.799,0.578,0.328,-224.969,72.305,41.038,Shake
-0.596,0.578,0.328,-74.496,72.305,41.038,Shake
0.608,0.578,0.328,75.985,72.305,41.038,Shake
1.795,0.578,0.328,224.504,72.305,41.038,Shake
-1.017,0.578,0.328,-127.252,72.305,41.038,Shake
0.186,0.578,0.328,23.229,72.305,41.038,Shake
1.373,0.578,0.328,171.748,72.305,41.038,Shake
-1.439,0.578,0.328,-180.008,72.305,41.038,Shake
-0.236,0.578,0.328,-29.534,72.305,41.038,Shake
0.967,0.578,0.328,120.947,72.305,41.038,Shake
-1.845,0.578,0.328,-230.809,72.305,41.038,Shake
-0.642,0.578,0.328,-80.336,72.305,41.038,Shake
0.561,0.578,0.328,70.145,72.305,41.038,Shake
1.748,0.578,0.328,218.664,72.305,41.038,Shake
-1.064,0.578,0.328,-133.092,72.305,41.038,Shake
0.139,0.578,0.328,17.389,72.305,41.038,Shake
1.327,0.578,0.328,165.908,72.305,41.038,Shake
-1.486,0.578,0.328,-185.847,72.305,41.038,Shake
-0.283,0.578,0.328,-35.374,72.305,41.038,Shake
0.920,0.578,0.328,115.107,72.305,41.038,Shake
-1.892,0.578,0.328,-236.649,72.305,41.038,Shake
-0.689,0.578,0.328,-86.176,72.305,41.038,Shake
0.514,0.578,0.328,64.305,72.305,41.038,Shake
1.702,0.578,0.328,212.824,72.305,41.038,Shake
-1.111,0.578,0.328,-138.931,72.305,41.038,Shake
0.092,0.578,0.328,11.550,72.305,41.038,Shake
1.280,0.578,0.328,160.069,72.305,41.038,Shake
-1.533,0.578,0.328,-191.687,72.305,41.038,Shake
-0.330,0.578,0.328,-41.214,72.305,41.038,Shake
0.874,0.578,0.328,109.267,72.305,41.038,Shake
-1.939,0.578,0.328,-242.489,72.305,41.038,Shake
-0.736,0.578,0.328,-92.015,72.305,41.038,Shake
0.467,0.578,0.328,58.466,72.305,41.038,Shake
1.655,0.578,0.328,206.985,72.305,41.038,Shake
-1.158,0.578,0.328,-144.771,72.305,41.038,Shake
0.046,0.578,0.328,5.710,72.305,41.038,Shake
1.233,0.578,0.328,154.229,72.305,41.038,Shake
-1.579,0.578,0.328,-197.527,72.305,41.038,Shake
-0.376,0.578,0.328,-47.053,72.305,41.038,Shake
0.827,0.578,0.328,103.427,72.305,41.038,Shake
-1.986,0.578,0.328,-248.328,72.305,41.038,Shake
-0.782,0.578,0.328,-97.855,72.305,41.038,Shake
0.421,0.578,0.328,52.626,72.305,41.038,Shake
1.608,0.578,0.328,201.145,72.305,41.038,Shake
-1.204,0.578,0.328,-150.611,72.305,41.038,Shake
-0.001,0.578,0.328,-0.137,72.305,41.038,Shake
1.186,0.578,0.328,148.389,72.305,41.038,Shake
-1.626,0.578,0.328,-203.366,72.305,41.038,Shake
-0.423,0.578,0.328,-52.893,72.305,41.038,Shake
0.780,0.578,0.328,97.588,72.305,41.038,Shake
1.968,0.578,0.328,246.107,72.305,41.038,Shake
-0.845,0.578,0.328,-105.649,72.305,41.038,Shake
0.358,0.578,0.328,44.832,72.305,41.038,Shake
1.546,0.578,0.328,193.351,72.305,41.038,Shake
-1.267,0.578,0.328,-158.405,72.305,41.038,Shake
-0.063,0.578,0.328,-7.931,72.305,41.038,Shake
1.124,0.578,0.328,140.595,72.305,41.038,Shake
-1.688,0.578,0.328,-211.160,72.305,41.038,Shake
-0.485,0.578,0.328,-60.687,72.305,41.038,Shake
0.718,0.578,0.328,89.794,72.305,41.038,Shake
1.905,0.578,0.328,238.313,72.305,41.038,Shake
-0.907,0.578,0.328,-113.443,72.305,41.038,Shake
0.296,0.578,0.328,37.038,72.305,41.038,Shake
1.484,0.578,0.328,185.557,72.305,41.038,Shake
-1.329,0.578,0.328,-166.198,72.305,41.038,Shake
-0.126,0.578,0.328,-15.725,72.305,41.038,Shake
1.077,0.578,0.328,134.756,72.305,41.038,Shake
-1.735,0.578,0.328,-217.000,72.305,41.038,Shake
-0.532,0.578,0.328,-66.527,72.305,41.038,Shake
0.671,0.578,0.328,83.954,72.305,41.038,Shake
1.859,0.578,0.328,232.473,72.305,41.038,Shake
-0.954,0.578,0.328,-119.282,72.305,41.038,Shake
0.249,0.578,0.328,31.198,72.305,41.038,Shake
1.437,0.578,0.328,179.718,72.305,41.038,Shake
-1.376,0.578,0.328,-172.038,72.305,41.038,Shake
-0.172,0.578,0.328,-21.565,72.305,41.038,Shake
1.031,0.578,0.328,128.916,72.305,41.038,Shake
-1.782,0.578,0.328,-222.840,72.305,41.038,Shake
-0.579,0.578,0.328,-72.366,72.305,41.038,Shake
0.625,0.578,0.328,78.115,72.305,41.038,Shake
1.812,0.578,0.328,226.634,72.305,41.038,Shake
-1.000,0.578,0.328,-125.122,72.305,41.038,Shake
0.203,0.578,0.328,25.359,72.305,41.038,Shake
1.390,0.578,0.328,173.878,72.305,41.038,Shake
-1.422,0.578,0.328,-177.878,72.305,41.038,Shake
-0.219,0.578,0.328,-27.405,72.305,41.038,Shake
0.984,0.578,0.328,123.076,72.305,41.038,Shake
-1.828,0.578,0.328,-228.679,72.305,41.038,Shake
-0.625,0.578,0.328,-78.206,72.305,41.038,Shake
0.578,0.578,0.328,72.275,72.305,41.038,Shake
1.765,0.578,0.328,220.794,72.305,41.038,Shake
-1.047,0.578,0.328,-130.962,72.305,41.038,Shake
0.156,0.578,0.328,19.519,72.305,41.038,Shake
1.344,0.578,0.328,168.038,72.305,41.038,Shake
-1.469,0.578,0.328,-183.718,72.305,41.038,Shake
-0.266,0.578,0.328,-33.244,72.305,41.038,Shake
0.937,0.578,0.328,117.237,72.305,41.038,Shake
-1.875,0.578,0.328,-234.519,72.305,41.038,Shake
-0.672,0.578,0.328,-84.046,72.305,41.038,Shake
0.531,0.578,0.328,66.435,72.305,41.038,Shake
1.719,0.578,0.328,214.954,72.305,41.038,Shake
-1.094,0.578,0.328,-136.802,72.305,41.038,Shake
0.094,0.594,0.328,11.725,74.260,41.038,Shake
1.281,0.594,0.328,160.244,74.260,41.038,Shake
-1.531,0.594,0.328,-191.511,74.260,41.038,Shake
-0.328,0.594,0.328,-41.038,74.260,41.038,Shake
0.875,0.594,0.328,109.443,74.260,41.038,Shake
-1.937,0.594,0.328,-242.313,74.260,41.038,Shake
-0.734,0.594,0.328,-91.840,74.260,41.038,Shake
0.469,0.594,0.328,58.641,74.260,41.038,Shake
1.656,0.594,0.328,207.160,74.260,41.038,Shake
-1.156,0.594,0.328,-144.595,74.260,41.038,Shake
0.047,0.594,0.328,5.885,74.260,41.038,Shake
1.235,0.594,0.328,154.405,74.260,41.038,Shake
-1.578,0.594,0.328,-197.351,74.260,41.038,Shake
-0.375,0.594,0.328,-46.878,74.260,41.038,Shake
0.828,0.594,0.328,103.603,74.260,41.038,Shake
-1.984,0.594,0.328,-248.153,74.260,41.038,Shake
-0.781,0.594,0.328,-97.679,74.260,41.038,Shake
0.422,0.594,0.328,52.802,74.260,41.038,Shake
1.610,0.594,0.328,201.321,74.260,41.038,Shake
-1.203,0.594,0.328,-150.435,74.260,41.038,Shake
0.000,0.594,0.328,0.046,74.260,41.038,Shake
1.188,0.594,0.328,148.565,74.260,41.038,Shake
-1.625,0.594,0.328,-203.191,74.260,41.038,Shake
-0.422,0.594,0.328,-52.718,74.260,41.038,Shake
0.782,0.594,0.328,97.763,74.260,41.038,Shake
1.969,0.594,0.328,246.282,74.260,41.038,Shake
-0.843,0.594,0.328,-105.473,74.260,41.038,Shake
0.360,0.594,0.328,45.008,74.260,41.038,Shake
1.547,0.594,0.328,193.527,74.260,41.038,Shake
-1.265,0.594,0.328,-158.229,74.260,41.038,Shake
-0.062,0.594,0.328,-7.756,74.260,41.038,Shake
1.126,0.594,0.328,140.771,74.260,41.038,Shake
-1.687,0.594,0.328,-210.985,74.260,41.038,Shake
-0.484,0.594,0.328,-60.511,74.260,41.038,Shake
0.719,0.594,0.328,89.969,74.260,41.038,Shake
1.907,0.594,0.328,238.489,74.260,41.038,Shake
-0.906,0.594,0.328,-113.267,74.260,41.038,Shake
0.298,0.594,0.328,37.214,74.260,41.038,Shake
1.485,0.594,0.328,185.733,74.260,41.038,Shake
-1.327,0.594,0.328,-166.023,74.260,41.038,Shake
-0.124,0.594,0.328,-15.550,74.260,41.038,Shake
1.079,0.594,0.328,134.931,74.260,41.038,Shake
-1.734,0.594,0.328,-216.824,74.260,41.038,Shake
-0.531,0.594,0.328,-66.351,74.260,41.038,Shake
0.673,0.594,0.328,84.130,74.260,41.038,Shake
1.860,0.594,0.328,232.649,74.260,41.038,Shake
-0.952,0.594,0.328,-119.107,74.260,41.038,Shake
0.251,0.594,0.328,31.374,74.260,41.038,Shake
1.438,0.594,0.328,179.893,74.260,41.038,Shake
-1.374,0.594,0.328,-171.863,74.260,41.038,Shake
-0.171,0.594,0.328,-21.389,74.260,41.038,Shake
1.032,0.594,0.328,129.092,74.260,41.038,Shake
-1.780,0.594,0.328,-222.664,74.260,41.038,Shake
-0.577,0.594,0.328,-72.191,74.260,41.038,Shake
0.626,0.594,0.328,78.290,74.260,41.038,Shake
1.813,0.594,0.328,226.809,74.260,41.038,Shake
-0.999,0.594,0.328,-124.947,74.260,41.038,Shake
0.204,0.594,0.328,25.534,74.260,41.038,Shake
1.392,0.594,0.328,174.053,74.260,41.038,Shake
-1.421,0.594,0.328,-177.702,74.260,41.038,Shake
-0.218,0.594,0.328,-27.229,74.260,41.038,Shake
0.985,0.594,0.328,123.252,74.260,41.038,Shake
-1.827,0.594,0.328,-228.504,74.260,41.038,Shake
-0.624,0.594,0.328,-78.031,74.260,41.038,Shake
0.579,0.594,0.328,72.450,74.260,41.038,Shake
1.767,0.594,0.328,220.969,74.260,41.038,Shake
-1.046,0.594,0.328,-130.786,74.260,41.038,Shake
0.157,0.594,0.328,19.695,74.260,41.038,Shake
1.345,0.594,0.328,168.214,74.260,41.038,Shake
-1.468,0.594,0.328,-183.542,74.260,41.038,Shake
-0.264,0.594,0.328,-33.069,74.260,41.038,Shake
0.939,0.594,0.328,117.412,74.260,41.038,Shake
-1.874,0.594,0.328,-234.344,74.260,41.038,Shake
-0.671,0.594,0.328,-83.870,74.260,41.038,Shake
0.533,0.594,0.328,66.611,74.260,41.038,Shake
1.720,0.594,0.328,215.130,74.260,41.038,Shake
-1.092,0.594,0.328,-136.626,74.260,41.038,Shake
0.111,0.594,0.328,13.855,74.260,41.038,Shake
1.298,0.594,0.328,162.374,74.260,41.038,Shake
-1.514,0.594,0.328,-189.382,74.260,41.038,Shake
-0.311,0.594,0.328,-38.908,74.260,41.038,Shake
0.892,0.594,0.328,111.573,74.260,41.038,Shake
-1.920,0.594,0.328,-240.183,74.260,41.038,Shake
-0.717,0.594,0.328,-89.710,74.260,41.038,Shake
0.486,0.594,0.328,60.771,74.260,41.038,Shake
1.673,0.594,0.328,209.290,74.260,41.038,Shake
-1.139,0.594,0.328,-142.466,74.260,41.038,Shake
0.064,0.594,0.328,8.015,74.260,41.038,Shake
1.252,0.594,0.328,156.534,74.260,41.038,Shake
-1.561,0.594,0.328,-195.221,74.260,41.038,Shake
-0.358,0.594,0.328,-44.748,74.260,41.038,Shake
0.845,0.594,0.328,105.733,74.260,41.038,Shake
-1.967,0.594,0.328,-246.023,74.260,41.038,Shake
-0.764,0.594,0.328,-95.550,74.260,41.038,Shake
0.439,0.594,0.328,54.931,74.260,41.038,Shake
1.627,0.594,0.328,203.450,74.260,41.038,Shake
-1.186,0.594,0.328,-148.305,74.260,41.038,Shake
0.017,0.594,0.328,2.176,74.260,41.038,Shake
1.205,0.594,0.328,150.695,74.260,41.038,Shake
-1.608,0.594,0.328,-201.061,74.260,41.038,Shake
-0.404,0.594,0.328,-50.588,74.260,41.038,Shake
0.799,0.594,0.328,99.893,74.260,41.038,Shake
1.986,0.594,0.328,248.412,74.260,41.038,Shake
-0.826,0.594,0.328,-103.344,74.260,41.038,Shake
0.377,0.594,0.328,47.137,74.260,41.038,Shake
1.564,0.594,0.328,195.656,74.260,41.038,Shake
-1.248,0.594,0.328,-156.099,74.260,41.038,Shake
-0.045,0.594,0.328,-5.626,74.260,41.038,Shake
1.143,0.594,0.328,142.901,74.260,41.038,Shake
-1.670,0.594,0.328,-208.855,74.260,41.038,Shake
-0.467,0.594,0.328,-58.382,74.260,41.038,Shake
0.736,0.594,0.328,92.099,74.260,41.038,Shake
1.924,0.594,0.328,240.618,74.260,41.038,Shake
-0.889,0.594,0.328,-111.137,74.260,41.038,Shake
0.315,0.594,0.328,39.344,74.260,41.038,Shake
1.502,0.594,0.328,187.863,74.260,41.038,Shake
-1.310,0.594,0.328,-163.893,74.260,41.038,Shake
-0.107,0.594,0.328,-13.420,74.260,41.038,Shake
1.096,0.594,0.328,137.061,74.260,41.038,Shake
-1.717,0.594,0.328,-214.695,74.260,41.038,Shake
-0.513,0.594,0.328,-64.221,74.260,41.038,Shake
0.690,0.594,0.328,86.260,74.260,41.038,Shake
1.877,0.594,0.328,234.779,74.260,41.038,Shake
-0.935,0.594,0.328,-116.977,74.260,41.038,Shake
0.268,0.594,0.328,33.504,74.260,41.038,Shake
1.455,0.594,0.328,182.023,74.260,41.038,Shake
-1.357,0.594,0.328,-169.733,74.260,41.038,Shake
-0.154,0.594,0.328,-19.260,74.260,41.038,Shake
1.049,0.594,0.328,131.221,74.260,41.038,Shake
-1.763,0.594,0.328,-220.534,74.260,41.038,Shake
