Ax,Ay,Az,Gx,Gy,Gz,Label
0.228,-0.414,0.858,-224.198,20.466,-28.389,Roll
0.221,-0.481,0.828,-207.557,38.878,-30.679,Roll
0.256,-0.484,0.790,-193.099,63.924,-20.824,Roll
0.185,-0.505,0.727,-183.527,36.389,-32.756,Roll
0.193,-0.624,0.685,-174.183,6.420,-33.580,Roll
0.171,-0.640,0.691,-160.641,18.252,-20.916,Roll
0.162,-0.811,0.615,-144.511,17.076,-27.046,Roll
0.230,-0.807,0.595,-132.344,16.427,-25.321,Roll
0.239,-0.852,0.575,-111.000,26.382,-11.962,Roll
0.216,-0.869,0.585,-73.679,19.573,-11.160,Roll
0.229,-0.921,0.557,-38.809,6.305,-8.863,Roll
0.256,-0.946,0.551,11.336,2.389,-1.214,Roll
0.240,-0.931,0.549,52.573,-0.756,3.809,Roll
0.250,-0.905,0.605,92.328,-0.687,9.725,Roll
0.218,-0.837,0.621,128.664,6.489,12.725,Roll
0.211,-0.814,0.638,159.031,-5.969,7.672,Roll
0.205,-0.770,0.705,186.366,-10.214,11.260,Roll
0.260,-0.682,0.739,211.840,-12.053,23.840,Roll
0.267,-0.629,0.749,244.534,18.153,52.924,Roll
0.184,-0.522,0.756,250.130,34.092,58.489,Roll
0.134,-0.390,0.856,250.130,31.382,60.618,Roll
0.043,-0.213,0.951,250.130,28.298,49.023,Roll
0.124,-0.138,0.897,250.130,25.641,36.031,Roll
0.158,-0.188,0.730,250.130,42.260,32.962,Roll
0.003,0.115,0.886,250.130,54.328,30.084,Roll
0.034,0.323,0.995,250.130,26.519,28.412,Roll
0.053,0.373,0.887,232.374,21.389,28.076,Roll
0.032,0.429,0.860,217.183,28.183,19.763,Roll
0.045,0.524,0.884,198.420,27.878,21.908,Roll
0.017,0.636,0.813,193.405,19.595,27.031,Roll
0.027,0.711,0.724,181.756,25.023,30.779,Roll
-0.033,0.723,0.652,153.618,27.359,40.229,Roll
0.095,0.842,0.688,124.076,15.985,49.237,Roll
0.086,0.874,0.631,99.168,9.107,51.870,Roll
0.059,0.911,0.551,74.565,2.901,42.420,Roll
0.105,0.902,0.513,26.298,-4.565,29.649,Roll
0.142,0.923,0.503,-14.198,-12.893,16.427,Roll
0.158,0.891,0.496,-46.183,-16.275,2.305,Roll
0.160,0.862,0.537,-72.023,-20.183,-4.718,Roll
0.123,0.811,0.519,-101.092,-21.664,-10.069,Roll
0.119,0.742,0.586,-123.695,-27.977,-13.634,Roll
0.145,0.741,0.700,-144.214,-36.985,-11.405,Roll
0.180,0.720,0.729,-171.611,-30.824,-10.023,Roll
0.163,0.652,0.754,-198.634,-31.786,-10.649,Roll
0.143,0.532,0.754,-225.511,-40.771,-7.847,Roll
0.135,0.393,0.810,-237.481,-44.939,0.008,Roll
0.139,0.323,0.863,-229.710,-53.366,4.542,Roll
0.159,0.240,0.937,-220.412,-67.229,12.618,Roll
0.285,0.174,0.997,-231.221,-64.191,8.397,Roll
0.284,0.055,0.946,-237.168,-40.214,0.519,Roll
0.280,-0.054,0.925,-229.908,-3.107,-2.763,Roll
0.314,-0.204,0.934,-215.298,16.260,-3.382,Roll
0.304,-0.262,0.945,-201.466,33.511,-10.992,Roll
0.297,-0.311,0.881,-194.618,31.695,-14.511,Roll
0.236,-0.401,0.814,-181.931,56.656,-15.504,Roll
0.179,-0.515,0.832,-163.634,43.748,-31.595,Roll
0.171,-0.528,0.757,-157.626,42.328,-42.916,Roll
0.205,-0.545,0.791,-153.481,44.504,-34.076,Roll
0.213,-0.644,0.762,-145.374,38.000,-26.107,Roll
0.214,-0.716,0.755,-131.924,40.542,-20.695,Roll
0.129,-0.760,0.679,-110.198,37.183,-28.771,Roll
0.174,-0.792,0.687,-66.038,27.863,-40.969,Roll
0.240,-0.815,0.692,-27.221,16.977,-35.756,Roll
0.318,-0.843,0.749,11.687,0.992,-16.069,Roll
0.260,-0.827,0.671,48.794,0.206,0.351,Roll
0.232,-0.766,0.720,92.573,5.321,5.916,Roll
0.230,-0.701,0.754,119.779,-11.267,16.588,Roll
0.213,-0.683,0.792,141.916,-23.084,11.679,Roll
0.257,-0.626,0.714,173.122,-13.443,22.298,Roll
0.226,-0.557,0.835,200.634,-9.412,25.237,Roll
0.178,-0.472,0.893,211.931,-20.321,19.290,Roll
0.222,-0.391,0.825,213.908,-13.252,11.313,Roll
0.203,-0.305,0.815,242.008,-5.137,13.015,Roll
0.202,-0.196,0.886,242.840,7.504,6.542,Roll
0.230,-0.022,0.998,215.084,17.427,2.962,Roll
0.219,-0.028,0.864,215.061,23.038,-1.420,Roll
0.169,0.036,0.887,239.305,48.679,4.046,Roll
0.169,0.249,0.963,207.191,53.405,15.221,Roll
0.150,0.375,0.961,185.122,22.618,12.420,Roll
0.135,0.342,0.890,177.115,17.183,17.061,Roll
0.111,0.360,0.831,188.855,24.901,23.405,Roll
0.171,0.503,0.811,183.420,20.885,27.344,Roll
0.152,0.595,0.728,172.168,35.519,32.557,Roll
0.072,0.674,0.722,148.954,36.351,23.313,Roll
0.088,0.729,0.700,124.115,14.221,-0.687,Roll
0.135,0.775,0.686,124.588,10.672,-1.160,Roll
0.145,0.828,0.620,93.794,6.229,2.878,Roll
0.146,0.840,0.622,71.389,-4.527,5.466,Roll
0.135,0.899,0.589,42.924,0.870,5.344,Roll
0.160,0.887,0.574,9.344,-1.641,4.511,Roll
0.169,0.865,0.543,-25.298,-8.802,4.626,Roll
0.174,0.842,0.561,-59.565,-19.534,7.458,Roll
0.186,0.832,0.630,-94.099,-24.511,9.885,Roll
0.209,0.836,0.667,-138.366,-13.008,11.496,Roll
0.168,0.759,0.707,-179.176,-9.954,14.679,Roll
0.185,0.657,0.736,-216.878,-9.885,11.137,Roll
0.164,0.481,0.729,-239.969,-5.511,5.153,Roll
0.136,0.434,0.796,-247.290,-20.885,2.221,Roll
0.191,0.360,0.844,-250.137,-30.634,6.061,Roll
0.175,0.240,0.937,-250.137,1.092,8.863,Roll
0.178,0.113,1.006,-250.137,18.779,3.679,Roll
0.168,0.025,0.985,-250.137,18.740,-12.252,Roll
0.148,-0.095,0.903,-250.137,10.420,-29.336,Roll
0.110,-0.214,0.822,-250.137,15.534,-32.641,Roll
0.191,-0.407,0.892,-228.557,36.695,-25.496,Roll
0.203,-0.472,0.927,-212.908,39.099,-18.313,Roll
0.177,-0.516,0.807,-190.069,59.916,-11.397,Roll
0.091,-0.514,0.777,-184.802,37.053,-20.038,Roll
0.081,-0.665,0.695,-185.733,7.473,-24.634,Roll
0.152,-0.733,0.680,-180.847,15.198,-18.450,Roll
0.125,-0.742,0.695,-171.771,16.702,-14.954,Roll
0.123,-0.881,0.517,-144.420,19.511,-8.046,Roll
0.116,-0.927,0.527,-116.855,13.992,-6.000,Roll
0.137,-0.990,0.511,-79.412,3.031,-10.328,Roll
0.166,-0.986,0.521,-43.061,1.771,-3.008,Roll
0.161,-0.944,0.475,-5.855,2.130,-1.450,Roll
0.135,-0.938,0.485,27.160,-8.985,-6.435,Roll
0.209,-0.893,0.452,68.840,-7.672,1.427,Roll
0.157,-0.868,0.522,108.351,-10.557,9.618,Roll
0.116,-0.884,0.589,130.863,-19.588,-0.115,Roll
0.163,-0.843,0.647,153.000,-7.282,-1.550,Roll
0.183,-0.767,0.657,181.366,1.725,-4.756,Roll
0.164,-0.682,0.707,220.794,5.847,-2.496,Roll
0.181,-0.649,0.757,244.519,6.863,0.176,Roll
0.157,-0.524,0.791,250.130,-5.351,14.389,Roll
0.114,-0.460,0.888,250.130,-5.382,14.137,Roll
0.130,-0.327,0.871,250.130,4.084,12.863,Roll
0.124,-0.222,0.844,250.130,7.840,14.771,Roll
0.085,-0.117,0.859,250.130,12.053,21.053,Roll
0.094,0.089,0.981,250.130,10.489,3.832,Roll
0.168,0.237,0.922,250.130,11.809,13.649,Roll
0.160,0.310,0.816,250.130,16.603,18.840,Roll
0.070,0.394,0.817,250.130,19.084,14.656,Roll
0.115,0.551,0.774,241.130,10.344,11.687,Roll
0.186,0.644,0.759,233.305,13.061,18.405,Roll
0.160,0.781,0.711,211.290,27.389,25.443,Roll
0.134,0.883,0.601,166.511,43.435,36.824,Roll
0.108,0.876,0.575,149.008,29.595,30.260,Roll
0.138,0.970,0.511,116.557,23.321,20.901,Roll
0.161,1.012,0.447,65.908,19.656,17.344,Roll
0.149,0.946,0.406,19.969,4.985,19.252,Roll
0.162,0.928,0.459,-14.229,-6.122,13.389,Roll
0.181,0.919,0.458,-44.748,-6.420,10.107,Roll
0.208,0.953,0.468,-88.450,-3.290,12.244,Roll
0.175,0.937,0.481,-141.435,-16.443,9.374,Roll
0.163,0.854,0.564,-177.176,-40.908,5.031,Roll
0.208,0.770,0.637,-205.809,-50.527,7.740,Roll
0.194,0.639,0.645,-231.450,-45.580,2.969,Roll
0.253,0.526,0.700,-248.802,-29.870,4.603,Roll
0.244,0.566,0.778,-250.137,-20.221,9.992,Roll
0.192,0.508,0.882,-250.137,-26.832,17.641,Roll
0.120,0.178,0.901,-250.137,-31.802,4.405,Roll
0.163,-0.031,0.883,-250.137,-6.710,-8.557,Roll
0.276,-0.149,1.016,-250.137,30.939,-7.489,Roll
0.259,-0.172,1.008,-250.137,29.443,-3.939,Roll
0.181,-0.244,0.894,-250.137,44.817,-9.855,Roll
0.208,-0.376,0.908,-229.901,59.122,-26.031,Roll
0.271,-0.517,0.894,-210.687,70.153,-34.328,Roll
0.203,-0.505,0.778,-170.611,56.603,-42.313,Roll
0.175,-0.580,0.743,-153.489,17.695,-47.023,Roll
0.215,-0.631,0.713,-132.084,4.305,-49.252,Roll
0.211,-0.654,0.672,-122.336,4.847,-44.840,Roll
0.186,-0.755,0.601,-125.298,24.901,-29.725,Roll
0.245,-0.767,0.677,-106.916,20.817,-35.389,Roll
0.255,-0.835,0.578,-67.313,12.641,-32.954,Roll
0.276,-0.889,0.602,-21.809,6.313,-17.824,Roll
0.283,-0.859,0.609,18.405,0.733,7.275,Roll
0.253,-0.812,0.586,58.725,-8.557,22.221,Roll
0.251,-0.782,0.612,93.229,-15.550,30.504,Roll
0.225,-0.786,0.656,124.740,-22.511,34.206,Roll
0.224,-0.814,0.724,145.183,-25.832,37.885,Roll
0.258,-0.721,0.722,175.321,-18.053,54.290,Roll
0.303,-0.584,0.675,225.611,-8.489,86.618,Roll
0.157,-0.490,0.772,250.130,-16.115,88.550,Roll
0.142,-0.377,0.849,250.130,-23.985,74.015,Roll
0.179,-0.300,0.835,250.130,-19.733,56.076,Roll
0.123,-0.203,0.814,250.130,-8.237,51.069,Roll
0.115,-0.034,0.878,250.130,-5.015,37.855,Roll
0.128,0.060,0.945,250.130,-4.595,34.153,Roll
0.176,0.257,0.949,250.130,20.305,22.725,Roll
0.152,0.408,0.872,250.130,33.443,19.916,Roll
0.123,0.502,0.784,250.130,33.481,11.580,Roll
0.118,0.662,0.749,250.130,29.046,7.901,Roll
0.170,0.731,0.738,210.992,19.084,14.740,Roll
0.143,0.835,0.659,172.809,13.496,19.450,Roll
0.165,0.902,0.600,121.031,11.145,9.611,Roll
0.198,0.937,0.582,65.565,5.366,8.519,Roll
0.145,0.931,0.552,19.641,9.511,4.145,Roll
0.156,0.911,0.554,-18.710,-9.153,4.229,Roll
0.155,0.895,0.552,-57.588,-21.122,2.611,Roll
0.170,0.887,0.576,-93.504,-25.435,4.550,Roll
0.183,0.846,0.606,-133.687,-26.015,0.122,Roll
0.165,0.750,0.650,-160.992,-13.824,-1.107,Roll
0.153,0.659,0.707,-174.611,-8.618,-1.847,Roll
0.157,0.629,0.754,-193.076,-10.351,-6.634,Roll
0.195,0.614,0.753,-233.534,-10.809,-13.542,Roll
0.192,0.466,0.826,-250.137,-15.489,-16.214,Roll
0.189,0.314,0.904,-250.137,-22.023,-5.840,Roll
0.172,0.194,0.899,-250.137,-6.397,-6.771,Roll
0.128,0.052,0.885,-250.137,-3.366,-15.580,Roll
0.194,-0.097,0.960,-250.137,-6.420,-26.992,Roll
0.136,-0.224,0.920,-250.137,4.046,-34.382,Roll
0.186,-0.359,0.906,-250.137,-0.618,-46.695,Roll
0.271,-0.471,0.973,-228.992,24.893,-41.305,Roll
0.241,-0.481,0.846,-210.534,38.939,-63.534,Roll
0.232,-0.539,0.712,-188.901,26.458,-67.824,Roll
0.259,-0.624,0.679,-182.885,23.916,-67.443,Roll
0.258,-0.688,0.676,-176.405,24.740,-59.260,Roll
0.208,-0.740,0.627,-175.840,8.710,-52.878,Roll
0.276,-0.847,0.539,-165.878,4.191,-41.695,Roll
0.281,-0.848,0.491,-149.748,6.206,-32.450,Roll
0.309,-0.831,0.470,-129.466,-2.275,-10.626,Roll
0.308,-0.880,0.498,-97.336,-6.405,6.550,Roll
0.294,-0.964,0.410,-43.695,-10.313,8.985,Roll
0.306,-0.988,0.435,8.885,-11.534,15.809,Roll
0.311,-0.948,0.441,58.389,-6.069,15.023,Roll
0.283,-0.908,0.464,108.244,-7.626,19.718,Roll
0.269,-0.900,0.554,151.939,-14.282,14.466,Roll
0.271,-0.870,0.578,186.496,-18.176,11.450,Roll
0.290,-0.756,0.563,227.351,-13.710,18.672,Roll
0.289,-0.731,0.670,250.130,-17.924,23.611,Roll
0.266,-0.587,0.676,250.130,-5.130,28.504,Roll
0.196,-0.444,0.682,250.130,8.244,14.885,Roll
0.190,-0.338,0.735,250.130,21.160,2.595,Roll
0.192,-0.201,0.857,250.130,14.817,-25.794,Roll
0.161,-0.146,0.904,250.130,31.092,-24.527,Roll
0.174,0.010,0.923,250.130,55.481,-25.191,Roll
0.185,0.225,0.918,250.130,74.962,-22.939,Roll
0.171,0.355,0.906,250.130,61.908,-12.275,Roll
0.259,0.425,0.871,250.130,38.618,0.015,Roll
0.187,0.528,0.793,250.130,39.496,12.649,Roll
0.145,0.636,0.750,233.733,68.786,26.183,Roll
0.069,0.852,0.648,198.916,63.748,34.527,Roll
0.037,0.866,0.619,156.122,28.893,41.412,Roll
0.091,0.925,0.572,132.802,13.183,34.107,Roll
0.101,0.971,0.503,91.351,10.076,29.969,Roll
0.126,0.992,0.475,40.481,19.977,26.916,Roll
0.165,1.001,0.459,-16.427,19.389,25.458,Roll
0.149,0.942,0.430,-80.649,5.397,20.351,Roll
0.134,0.945,0.496,-133.679,-17.015,16.221,Roll
0.135,0.869,0.555,-177.649,-30.000,15.901,Roll
0.150,0.753,0.646,-209.748,-31.595,20.313,Roll
0.155,0.646,0.690,-225.206,-40.069,24.160,Roll
0.162,0.510,0.711,-231.321,-43.145,28.695,Roll
0.241,0.369,0.701,-211.511,-35.603,27.878,Roll
0.279,0.469,0.894,-221.573,-33.115,33.298,Roll
0.273,0.433,0.939,-250.137,-52.473,51.893,Roll
0.225,0.173,0.924,-250.137,-64.618,47.061,Roll
0.284,-0.027,0.894,-250.137,-48.802,36.756,Roll
0.365,-0.170,0.900,-234.267,-17.099,34.794,Roll
0.342,-0.152,0.919,-232.344,-18.168,25.756,Roll
0.297,-0.250,0.855,-236.107,-11.809,12.985,Roll
0.466,-0.375,0.848,-233.519,18.626,-9.336,Roll
0.314,-0.438,0.715,-237.595,53.511,-12.939,Roll
0.291,-0.533,0.637,-231.489,44.267,-28.214,Roll
0.315,-0.635,0.703,-214.412,38.588,-21.695,Roll
0.300,-0.724,0.700,-191.809,43.420,-22.252,Roll
0.313,-0.721,0.622,-165.397,31.809,-28.885,Roll
0.331,-0.795,0.571,-138.985,33.656,-40.053,Roll
0.330,-0.800,0.568,-116.473,39.176,-30.718,Roll
0.345,-0.852,0.529,-83.000,28.924,-24.504,Roll
0.377,-0.844,0.518,-42.817,16.695,-11.947,Roll
0.345,-0.942,0.486,-2.435,-2.924,1.084,Roll
0.352,-0.909,0.504,44.809,-0.847,10.489,Roll
0.381,-0.846,0.518,89.527,-14.267,19.046,Roll
0.365,-0.807,0.503,145.771,-8.763,30.260,Roll
0.322,-0.812,0.629,195.000,-13.092,29.908,Roll
0.355,-0.813,0.723,233.725,-25.435,29.183,Roll
0.375,-0.700,0.650,250.130,-26.061,43.534,Roll
0.331,-0.572,0.659,250.130,5.695,69.038,Roll
0.173,-0.424,0.725,250.130,-10.336,62.824,Roll
0.133,-0.254,0.835,250.130,-35.290,30.557,Roll
0.233,0.030,0.832,250.130,-4.603,9.626,Roll
0.266,0.141,0.841,250.130,32.847,-11.603,Roll
0.226,0.209,0.821,250.130,28.198,-16.412,Roll
0.263,0.317,0.881,250.130,20.183,-15.481,Roll
0.250,0.557,0.851,250.130,11.916,-5.183,Roll
0.228,0.635,0.748,250.130,15.756,4.290,Roll
0.258,0.712,0.703,250.130,24.847,7.191,Roll
0.223,0.812,0.615,228.824,17.496,17.725,Roll
0.309,0.831,0.540,185.153,5.061,31.504,Roll
0.317,0.938,0.467,129.336,11.160,39.397,Roll
0.319,1.034,0.366,50.786,5.252,31.397,Roll
0.375,1.029,0.411,-21.221,-9.466,18.328,Roll
0.308,0.960,0.414,-89.412,-12.557,15.153,Roll
0.293,0.865,0.476,-126.099,-14.260,9.435,Roll
0.339,0.887,0.535,-160.405,-17.916,7.901,Roll
0.330,0.800,0.589,-196.527,-11.802,5.023,Roll
0.276,0.673,0.582,-218.863,-9.366,-2.443,Roll
0.244,0.580,0.684,-229.603,-19.679,-4.435,Roll
0.319,0.491,0.779,-222.206,-25.198,-0.092,Roll
0.406,0.458,0.800,-238.634,-7.817,2.847,Roll
0.383,0.372,0.831,-250.137,-1.214,12.191,Roll
0.330,0.199,0.833,-250.137,10.450,17.176,Roll
0.239,0.110,0.867,-250.137,29.832,14.076,Roll
0.231,0.000,0.911,-250.137,35.397,10.763,Roll
0.288,-0.116,0.934,-250.137,32.000,-2.115,Roll
0.241,-0.251,0.869,-250.137,24.336,-18.427,Roll
0.234,-0.367,0.861,-250.137,59.802,-31.489,Roll
0.234,-0.463,0.786,-250.137,52.794,-38.985,Roll
0.211,-0.501,0.695,-250.137,37.603,-37.710,Roll
0.230,-0.624,0.678,-249.489,44.634,-40.053,Roll
0.256,-0.710,0.709,-235.672,53.878,-23.412,Roll
0.233,-0.833,0.578,-201.489,45.458,-23.817,Roll
0.257,-0.926,0.556,-134.779,26.908,-35.313,Roll
0.290,-0.959,0.572,-52.458,-2.710,-16.740,Roll
0.276,-1.019,0.608,1.939,-3.985,-5.565,Roll
0.253,-0.964,0.593,71.580,-0.710,-7.924,Roll
0.318,-0.847,0.541,161.260,10.267,0.588,Roll
0.233,-0.781,0.658,250.130,-4.580,5.901,Roll
0.259,-0.820,0.715,250.130,-40.977,7.137,Roll
0.343,-0.732,0.670,250.130,-67.710,26.206,Roll
0.263,-0.585,0.565,250.130,-60.412,40.832,Roll
0.085,-0.148,0.737,250.130,-48.702,15.221,Roll
0.193,0.238,0.731,250.130,-26.511,-15.115,Roll
0.294,0.379,0.795,250.130,-9.992,-41.977,Roll
0.451,0.449,0.785,250.130,8.336,-59.458,Roll
0.274,0.556,0.715,242.939,29.206,-54.893,Roll
0.354,0.699,0.701,198.870,36.267,-24.870,Roll
0.361,0.801,0.697,172.786,49.412,-6.542,Roll
0.305,0.829,0.587,138.878,57.038,0.977,Roll
0.174,0.810,0.524,115.389,57.160,5.458,Roll
0.177,0.875,0.573,72.046,58.954,7.748,Roll
0.230,0.942,0.515,1.275,31.458,27.496,Roll
0.238,0.928,0.485,-54.420,-6.359,27.221,Roll
0.244,0.904,0.548,-109.198,-3.687,12.344,Roll
0.250,0.865,0.631,-168.344,-1.939,9.122,Roll
0.184,0.780,0.716,-217.145,-42.076,29.221,Roll
0.227,0.674,0.733,-250.137,-76.298,33.237,Roll
0.271,0.505,0.716,-250.137,-88.046,26.908,Roll
0.406,0.320,0.770,-250.137,-85.328,35.405,Roll
0.445,0.208,0.881,-250.137,-61.824,46.244,Roll
0.396,0.194,0.974,-250.137,-35.466,65.267,Roll
0.380,0.067,0.823,-250.137,-1.893,49.893,Roll
0.338,-0.120,0.763,-250.137,12.145,29.191,Roll
0.448,-0.185,0.859,-250.137,57.779,20.351,Roll
0.340,-0.364,0.723,-250.137,51.366,-9.832,Roll
0.226,-0.566,0.653,-250.137,50.870,-28.802,Roll
0.261,-0.809,0.498,-250.137,93.786,-77.344,Roll
0.563,-0.872,0.658,-147.611,73.611,-79.725,Roll
0.505,-0.821,0.721,-57.061,42.634,-37.710,Roll
0.482,-0.897,0.690,28.000,37.824,-5.832,Roll
0.386,-0.793,0.673,114.031,27.122,7.550,Roll
0.343,-0.814,0.750,180.092,28.580,11.260,Roll
0.385,-0.707,0.676,250.130,22.153,24.244,Roll
0.367,-0.642,0.663,250.130,27.969,58.939,Roll
0.239,-0.491,0.720,250.130,17.687,59.748,Roll
0.148,-0.275,0.802,250.130,-14.061,30.374,Roll
0.184,0.029,0.863,250.130,-10.038,1.580,Roll
0.328,0.165,0.880,250.130,26.473,-20.740,Roll
0.250,0.405,0.767,250.130,32.046,-32.817,Roll
0.190,0.493,0.782,250.130,9.534,-36.771,Roll
0.226,0.575,0.739,250.130,5.137,-48.985,Roll
0.280,0.680,0.644,250.130,7.267,-38.237,Roll
0.244,0.826,0.558,242.382,35.473,-26.954,Roll
0.229,0.944,0.494,174.634,43.466,-13.786,Roll
0.165,1.042,0.452,83.069,35.420,5.908,Roll
0.175,1.087,0.404,-15.588,15.908,14.176,Roll
0.223,1.018,0.386,-115.107,-7.313,16.496,Roll
0.226,0.944,0.468,-212.511,-23.969,28.603,Roll
0.213,0.837,0.578,-250.137,-45.313,42.183,Roll
0.187,0.643,0.659,-250.137,-65.221,51.252,Roll
0.236,0.476,0.695,-250.137,-77.504,44.756,Roll
0.267,0.330,0.789,-250.137,-76.427,39.107,Roll
0.356,0.206,0.923,-250.137,-55.573,39.443,Roll
0.313,0.093,0.932,-250.137,-16.435,32.076,Roll
0.306,0.010,0.900,-250.137,5.679,16.176,Roll
0.331,-0.232,0.766,-250.137,14.198,-22.435,Roll
0.304,-0.449,0.779,-250.137,65.237,-65.176,Roll
0.377,-0.525,0.747,-250.137,34.763,-67.046,Roll
0.441,-0.628,0.681,-250.137,11.733,-59.084,Roll
0.433,-0.738,0.605,-233.679,17.511,-48.489,Roll
0.429,-0.825,0.526,-179.656,7.038,-31.580,Roll
0.444,-0.920,0.478,-110.626,-1.122,-15.763,Roll
0.466,-0.898,0.558,-55.473,-6.588,0.435,Roll
0.481,-0.876,0.488,25.130,-6.023,21.366,Roll
0.429,-0.866,0.550,92.137,2.977,24.076,Roll
0.388,-0.823,0.660,148.130,6.824,20.618,Roll
0.386,-0.828,0.737,175.588,17.687,8.672,Roll
0.457,-0.738,0.567,233.305,32.282,21.626,Roll
0.390,-0.593,0.512,250.130,34.137,47.748,Roll
0.267,-0.536,0.759,250.130,-11.084,39.580,Roll
0.228,-0.341,0.897,250.130,-37.527,19.748,Roll
0.269,-0.207,0.848,250.130,-21.397,-2.496,Roll
0.269,-0.020,0.697,250.130,-3.260,-23.550,Roll
0.166,0.153,0.725,250.130,-4.275,-52.947,Roll
0.279,0.371,0.758,250.130,-30.046,-66.672,Roll
0.339,0.486,0.722,250.130,-3.481,-91.710,Roll
0.265,0.604,0.681,250.130,32.794,-100.275,Roll
0.315,0.743,0.603,250.130,38.237,-86.221,Roll
0.309,0.924,0.539,250.130,37.076,-58.122,Roll
0.254,1.031,0.493,193.466,42.855,-37.901,Roll
0.229,1.097,0.414,105.290,59.427,-7.427,Roll
0.223,1.151,0.367,9.176,53.420,17.824,Roll
0.185,1.108,0.300,-90.885,17.634,40.046,Roll
0.228,1.033,0.378,-190.519,-11.504,55.298,Roll
0.200,0.898,0.489,-250.137,-30.885,68.672,Roll
0.161,0.757,0.635,-250.137,-85.229,77.870,Roll
0.328,0.576,0.687,-250.137,-94.473,76.191,Roll
0.323,0.367,0.730,-250.137,-41.550,75.557,Roll
0.353,0.275,0.798,-250.137,-19.313,70.092,Roll
0.347,0.232,0.890,-250.137,-27.336,50.817,Roll
0.294,0.062,0.902,-250.137,-25.008,39.519,Roll
0.301,-0.239,0.777,-250.137,1.519,13.885,Roll
0.418,-0.365,0.691,-250.137,71.290,-1.618,Roll
0.401,-0.465,0.750,-250.137,42.260,-18.893,Roll
0.371,-0.583,0.639,-244.153,22.397,-19.947,Roll
0.365,-0.620,0.558,-198.763,25.023,-13.198,Roll
0.393,-0.800,0.604,-178.191,17.779,8.084,Roll
0.345,-0.994,0.552,-135.153,9.374,8.740,Roll
0.384,-0.988,0.583,-86.473,1.000,11.725,Roll
0.365,-0.987,0.612,-30.397,-5.618,18.328,Roll
0.446,-0.951,0.601,46.366,9.779,22.878,Roll
0.404,-0.876,0.695,106.122,11.092,14.885,Roll
0.404,-0.818,0.610,161.260,16.924,15.771,Roll
0.413,-0.678,0.542,230.824,28.382,49.015,Roll
0.311,-0.655,0.636,250.130,20.580,64.313,Roll
0.241,-0.585,0.682,250.130,-1.145,60.015,Roll
0.171,-0.408,0.701,250.130,-3.260,78.702,Roll
0.094,-0.256,0.826,250.130,-44.282,42.603,Roll
0.148,0.007,0.695,250.130,-59.656,16.939,Roll
0.193,0.196,0.695,250.130,-42.702,-12.550,Roll
0.194,0.362,0.708,250.130,-28.885,-36.252,Roll
0.374,0.488,0.703,250.130,-19.015,-51.855,Roll
0.341,0.653,0.569,250.130,13.183,-61.595,Roll
0.323,0.924,0.464,250.130,37.519,-45.427,Roll
0.336,1.119,0.432,227.710,33.313,-25.466,Roll
0.299,1.208,0.350,106.252,33.160,-23.901,Roll
0.316,1.167,0.365,9.061,19.244,-10.008,Roll
0.302,1.076,0.354,-77.656,8.824,13.641,Roll
0.273,1.020,0.427,-164.641,-6.824,35.878,Roll
0.244,0.955,0.492,-240.962,-7.496,54.771,Roll
0.217,0.833,0.569,-250.137,-19.359,59.977,Roll
0.229,0.669,0.655,-250.137,-40.275,54.344,Roll
0.246,0.505,0.708,-250.137,-47.634,41.641,Roll
0.299,0.310,0.784,-250.137,-34.595,33.458,Roll
0.303,0.204,0.818,-250.137,-4.122,43.244,Roll
0.400,0.137,0.832,-250.137,6.260,32.015,Roll
0.364,0.025,0.828,-250.137,5.069,20.122,Roll
0.288,-0.102,0.774,-250.137,9.160,8.939,Roll
0.308,-0.323,0.674,-250.137,17.481,-6.962,Roll
0.296,-0.613,0.608,-250.137,70.893,-15.000,Roll
0.307,-0.695,0.582,-250.137,54.359,-7.038,Roll
0.370,-0.700,0.647,-214.061,17.061,16.435,Roll
0.358,-0.805,0.662,-163.282,1.672,18.763,Roll
0.307,-0.913,0.701,-97.489,-13.817,1.786,Roll
0.350,-1.022,0.696,-43.267,-7.618,-0.267,Roll
0.352,-1.026,0.708,28.412,-0.290,-17.977,Roll
0.418,-0.939,0.644,98.061,4.160,-32.924,Roll
0.460,-0.726,0.415,220.847,7.000,4.550,Roll
0.349,-0.627,0.620,250.130,-6.748,39.634,Roll
0.293,-0.636,0.724,250.130,-18.466,32.977,Roll
0.228,-0.576,0.677,250.130,-32.435,31.740,Roll
0.108,-0.351,0.724,250.130,-61.962,7.885,Roll
0.202,0.152,0.855,250.130,-61.237,-20.252,Roll
0.260,0.250,0.728,250.130,-27.458,-44.046,Roll
0.292,0.243,0.671,250.130,-50.290,-76.656,Roll
0.410,0.476,0.703,250.130,-41.687,-82.137,Roll
0.305,0.610,0.578,250.130,-10.053,-89.336,Roll
0.372,0.749,0.583,250.130,3.160,-73.496,Roll
0.432,1.016,0.530,237.695,25.977,-47.511,Roll
0.430,1.065,0.412,145.046,51.893,-34.115,Roll
0.378,1.120,0.351,39.924,50.282,-10.229,Roll
0.344,1.117,0.314,-71.687,26.229,9.588,Roll
0.354,1.014,0.359,-175.183,10.977,33.908,Roll
0.290,0.941,0.509,-250.137,-7.214,47.924,Roll
0.254,0.836,0.689,-250.137,-31.473,51.382,Roll
0.306,0.628,0.755,-250.137,-36.832,49.832,Roll
